Rs,u2,Tmax,Tmin,RH,pr,ETo
15.3,1.9,30.2,23.8,88.4,4.5,3.3
20.0,1.9,31.9,24.0,84.8,6.2,4.3
23.1,1.4,32.1,23.4,84.1,4.5,4.8
15.7,0.8,29.9,23.8,84.2,4.9,3.4
22.9,2.0,31.6,22.9,79.2,3.9,4.9
10.5,1.5,28.3,23.7,89.2,13.0,2.4
10.4,1.2,28.7,24.2,93.3,14.6,2.3
11.9,1.5,30.0,24.2,88.8,34.6,2.8
18.0,1.6,31.2,22.9,85.4,2.6,3.9
11.5,0.1,29.0,22.8,87.9,32.2,2.5
12.0,1.5,30.0,23.4,92.9,13.3,2.6
10.6,0.1,27.8,23.4,92.6,53.4,2.3
13.5,0.4,27.2,23.5,91.2,22.3,2.8
18.2,1.7,30.3,23.8,84.2,14.3,3.9
16.0,2.2,30.1,24.1,89.8,4.6,3.4
13.2,0.7,30.9,23.2,88.6,38.3,2.9
22.0,1.8,31.1,23.4,82.8,3.8,4.6
19.7,2.2,30.7,23.9,85.3,2.1,4.2
18.5,0.9,31.0,23.5,87.1,13.0,3.9
21.5,1.8,31.8,24.0,82.1,1.1,4.7
16.1,1.1,29.5,23.5,89.5,7.0,3.4
10.3,0.6,28.0,23.7,92.2,26.0,2.3
13.4,0.8,31.4,24.0,85.7,10.9,3.0
16.7,1.4,31.5,24.1,86.1,1.9,3.7
18.4,1.2,31.2,24.2,86.4,25.1,3.9
18.2,0.9,32.2,23.1,84.6,7.2,3.9
15.5,1.2,30.8,24.8,89.1,3.4,3.4
17.9,1.7,32.2,23.5,83.2,10.8,4.0
20.7,1.8,31.8,24.2,85.4,9.4,4.4
11.3,1.8,27.5,23.8,92.2,18.5,2.4
15.8,1.3,30.7,23.2,90.9,6.8,3.3
15.8,1.3,29.9,24.0,90.5,22.8,3.3
14.3,0.5,30.1,23.5,89.7,16.8,3.0
12.0,1.2,29.9,23.8,90.5,36.8,2.7
20.4,1.6,31.9,23.1,85.7,10.1,4.3
13.4,1.4,29.5,24.0,88.2,0.7,3.0
13.5,1.8,30.8,24.2,90.8,36.9,3.0
9.5,0.4,26.9,23.8,94.7,11.5,2.1
11.2,0.1,29.7,23.0,91.1,18.0,2.4
10.8,1.1,28.3,23.7,90.3,17.5,2.4
18.5,1.9,31.7,23.1,85.4,17.1,4.0
17.0,2.1,32.2,23.3,87.8,11.2,3.8
17.5,1.4,31.6,23.0,90.2,7.8,3.7
17.7,1.8,30.9,24.0,87.9,4.6,3.8
17.7,1.8,32.1,23.8,87.9,13.3,3.9
13.6,2.2,28.9,23.5,88.6,6.5,3.0
10.2,0.4,28.2,23.8,92.2,4.0,2.2
19.8,0.7,32.6,24.2,83.9,4.5,4.2
15.0,1.5,29.9,23.5,87.2,3.3,3.3
12.4,1.2,29.0,23.7,91.3,3.2,2.7
13.2,1.1,28.9,23.8,90.0,4.0,2.8
17.1,1.1,30.5,24.0,86.4,6.5,3.6
17.6,2.2,30.5,24.0,85.1,1.5,3.9
18.8,1.4,33.2,23.5,85.3,1.5,4.2
10.4,1.2,27.2,24.0,92.2,6.0,2.3
10.1,0.4,27.6,23.3,92.1,30.2,2.2
20.4,1.1,32.0,23.7,84.6,10.7,4.3
19.6,1.7,32.1,23.7,83.4,6.3,4.3
10.6,1.3,28.9,23.6,92.1,15.0,2.3
13.5,1.4,30.3,23.2,88.6,18.8,3.0
13.5,1.1,30.0,24.2,86.8,16.0,3.0
14.2,1.7,30.1,23.1,89.3,19.6,3.1
15.0,0.5,30.3,23.6,87.6,12.8,3.2
17.1,1.0,31.2,23.0,91.0,7.3,3.5
17.0,0.8,31.5,23.4,89.4,14.7,3.6
16.4,0.7,32.2,24.2,88.4,5.5,3.5
13.1,0.9,30.2,24.0,90.8,23.1,2.8
19.7,0.9,32.1,23.1,88.8,0.0,4.1
9.0,1.3,27.7,24.5,93.3,11.4,2.0
17.9,0.6,32.2,23.2,85.9,9.0,3.8
15.8,1.1,31.5,24.7,86.6,1.8,3.4
19.1,0.8,32.5,24.7,85.4,11.5,4.1
11.5,1.3,30.1,24.2,89.5,5.7,2.6
12.1,0.5,30.0,23.6,88.3,13.7,2.6
13.4,0.4,30.7,24.2,89.4,12.4,2.9
9.6,0.1,28.9,24.0,91.9,9.7,2.1
16.1,0.1,32.1,24.8,86.2,0.3,3.4
18.3,1.6,32.1,24.0,86.5,2.9,3.9
19.1,0.6,32.7,24.2,84.5,7.0,4.0
11.0,1.1,28.9,23.2,91.2,15.3,2.4
14.5,0.9,31.6,23.1,88.9,27.8,3.1
20.5,0.6,32.2,24.0,82.9,10.2,4.2
18.0,0.9,32.8,23.5,87.6,0.0,3.8
17.0,0.1,31.3,23.4,86.5,5.6,3.5
19.1,1.3,32.2,24.1,84.8,1.5,4.1
17.4,1.3,31.7,24.9,88.2,0.0,3.7
16.3,0.4,30.9,22.7,85.4,14.4,3.3
10.8,0.4,28.1,23.5,90.1,15.2,2.3
11.8,0.1,30.2,23.0,90.0,17.5,2.5
17.1,0.4,31.9,22.7,87.2,7.7,3.5
12.7,0.7,29.3,23.5,86.9,6.3,2.7
15.8,1.5,31.8,23.2,89.4,5.7,3.4
15.2,0.6,31.8,23.2,90.6,2.4,3.2
19.0,0.4,32.2,23.0,85.0,9.6,3.9
18.4,0.7,32.1,23.8,85.8,9.6,3.8
18.6,0.4,32.3,23.5,85.9,0.0,3.8
14.5,0.8,32.1,24.5,88.2,9.1,3.2
16.8,0.5,30.9,23.5,87.2,23.0,3.4
20.0,0.2,32.2,23.5,82.7,11.3,4.0
12.5,0.4,30.5,23.5,87.1,17.0,2.7
19.5,0.4,32.8,23.5,83.4,7.0,4.0
19.5,1.6,32.6,23.4,82.6,5.9,4.2
14.6,0.4,32.2,24.2,84.8,13.8,3.1
10.8,0.4,30.3,23.7,83.1,16.2,2.4
13.9,0.1,31.1,22.8,83.6,12.4,2.8
16.9,1.3,31.7,22.7,84.8,3.8,3.6
14.4,0.1,29.5,23.2,84.4,9.7,2.9
18.9,0.1,30.9,22.6,84.8,13.5,3.7
10.4,0.7,29.7,22.9,88.2,26.6,2.3
13.8,1.3,29.7,23.2,85.1,22.2,3.0
11.9,1.6,29.9,22.4,88.9,36.8,2.6
11.7,0.3,30.1,21.6,86.4,11.0,2.5
19.1,0.4,32.5,22.8,83.3,4.0,3.9
13.4,0.1,31.0,23.7,88.1,7.9,2.8
20.2,0.4,32.1,22.9,82.8,22.1,4.0
14.6,1.4,31.3,23.4,85.3,3.0,3.2
19.0,0.8,32.1,24.2,84.6,19.2,3.9
16.0,0.9,30.5,23.5,85.9,21.2,3.3
17.3,1.0,32.8,23.1,83.8,18.5,3.7
20.9,0.9,33.1,23.2,78.4,10.9,4.3
19.6,0.4,33.9,22.9,77.1,2.6,4.0
15.9,0.1,31.5,23.4,79.0,4.6,3.2
18.2,0.5,32.8,23.0,84.5,3.9,3.8
14.6,0.8,29.1,22.5,82.8,19.3,3.0
17.1,0.2,32.1,22.6,82.6,14.2,3.4
15.3,0.6,31.3,24.5,83.8,7.0,3.2
21.5,2.0,32.6,24.4,78.4,9.6,4.8
15.7,1.8,31.4,25.0,82.2,0.8,3.6
17.8,0.6,32.2,23.7,83.7,11.5,3.7
18.5,0.6,32.5,23.5,84.4,6.2,3.8
13.4,1.1,30.3,24.2,84.4,26.8,3.0
16.2,0.7,31.9,22.9,84.2,26.3,3.4
19.6,0.7,32.7,23.1,83.6,16.0,4.0
20.1,0.8,32.7,23.5,83.4,3.8,4.2
20.8,0.2,32.2,23.7,82.5,6.9,4.1
19.1,0.8,31.9,23.8,81.2,2.4,4.0
21.7,1.7,32.7,23.5,77.8,0.0,4.7
22.1,1.0,33.0,25.2,80.1,3.6,4.7
21.2,0.8,33.2,25.4,79.9,0.9,4.5
20.2,0.1,33.2,24.4,79.7,3.7,4.1
21.1,1.5,31.5,24.8,78.7,9.8,4.5
16.7,1.1,31.1,24.9,85.2,8.2,3.6
20.3,1.5,32.5,24.6,82.0,13.7,4.4
19.0,1.0,32.6,23.7,79.8,7.8,4.1
19.6,0.2,32.8,24.2,78.3,5.8,4.0
20.8,0.4,33.1,23.2,77.2,4.5,4.2
12.4,0.6,29.3,23.2,81.2,3.8,2.7
19.0,0.2,32.7,22.5,83.8,13.1,3.8
19.3,1.3,32.1,23.6,79.2,8.3,4.2
16.7,0.8,30.9,23.3,83.4,4.7,3.5
20.2,0.9,31.5,23.8,80.9,6.3,4.2
17.5,1.5,31.9,24.3,86.4,1.4,3.8
20.3,0.5,32.1,24.4,81.9,2.6,4.2
19.3,0.6,31.7,23.7,79.2,0.6,4.0
22.1,0.5,32.4,23.4,80.9,1.3,4.4
17.1,0.5,31.5,23.7,80.8,3.1,3.6
17.0,0.8,31.9,23.7,83.7,4.0,3.6
19.3,0.6,32.5,24.6,83.6,2.5,4.0
19.8,1.0,33.1,23.2,82.4,7.6,4.2
18.1,0.6,32.1,22.8,82.2,5.0,3.8
22.6,2.0,31.7,23.1,77.6,14.6,4.9
21.8,2.0,31.9,23.1,79.6,0.0,4.7
22.4,1.3,33.1,23.9,80.0,5.3,4.8
23.3,1.2,33.7,23.9,78.3,0.4,5.0
23.9,0.7,33.1,23.4,77.1,0.0,4.9
23.4,0.1,33.2,24.4,77.6,3.9,4.7
22.0,0.9,32.9,23.8,77.2,4.0,4.6
21.1,1.0,33.3,23.7,77.3,7.0,4.6
23.9,1.3,33.3,24.8,74.6,1.4,5.2
23.1,0.5,33.1,24.3,78.1,0.0,4.7
15.3,0.5,30.9,24.7,84.9,0.0,3.3
20.7,1.0,32.5,22.9,79.4,13.8,4.4
21.1,1.2,32.1,24.2,79.4,3.0,4.5
19.3,1.1,32.7,24.2,79.9,9.0,4.2
22.2,1.3,33.1,23.7,79.7,7.1,4.8
22.1,1.1,32.7,24.2,78.4,4.5,4.7
23.4,1.2,32.3,24.1,79.2,3.3,4.9
18.6,0.8,32.5,24.2,80.3,1.2,4.0
22.4,2.1,32.1,24.8,80.1,0.4,4.9
18.0,2.4,30.2,24.2,79.6,1.4,4.1
24.1,1.3,32.2,23.7,78.9,1.4,5.0
23.9,0.6,33.2,23.6,78.8,0.0,4.9
23.6,1.3,33.2,24.2,80.4,0.0,5.0
22.7,1.7,32.5,24.0,79.9,7.5,4.9
22.5,2.7,31.9,25.3,77.8,0.7,5.1
23.8,2.5,31.9,24.5,77.6,0.0,5.3
24.1,1.9,32.3,23.7,75.8,0.0,5.3
21.6,1.2,32.5,24.2,78.2,0.0,4.7
23.3,0.7,32.7,24.0,77.4,4.8,4.8
24.2,1.7,32.7,23.6,77.2,0.0,5.2
24.8,2.7,33.1,23.8,76.4,0.1,5.6
24.9,1.0,32.9,23.2,76.0,0.0,5.2
24.5,2.2,32.5,23.2,75.8,0.0,5.4
25.0,1.6,33.8,23.2,74.4,0.0,5.5
24.4,1.5,34.7,23.9,76.0,0.0,5.4
25.0,2.6,33.2,25.6,75.8,0.4,5.8
23.7,2.3,32.3,25.5,75.1,0.0,5.4
25.5,2.7,32.5,25.9,73.7,0.1,5.9
23.9,2.5,32.5,23.2,73.8,0.0,5.5
22.9,2.7,33.1,24.1,75.8,0.0,5.4
24.6,1.7,33.1,23.7,76.1,1.2,5.4
25.5,0.8,34.2,24.2,75.1,0.0,5.4
24.7,2.0,34.1,24.2,74.7,2.1,5.7
24.8,2.2,33.5,25.1,74.3,0.0,5.7
21.3,1.7,33.1,25.0,78.8,0.6,4.8
22.6,1.6,33.1,22.4,74.9,10.1,5.0
23.8,1.5,32.7,23.3,76.5,5.5,5.2
23.7,2.4,32.5,25.2,76.1,1.4,5.4
23.5,3.3,32.6,25.3,77.0,0.9,5.6
24.3,2.6,32.5,24.0,77.4,0.0,5.4
24.2,2.6,32.8,23.6,74.8,0.2,5.6
24.8,2.7,32.7,22.9,74.2,0.0,5.7
24.2,2.3,33.7,23.2,74.1,0.0,5.6
22.5,1.9,33.3,23.9,75.2,0.0,5.2
22.9,1.0,33.2,24.8,76.4,0.0,5.0
24.6,2.5,33.2,24.1,74.4,0.0,5.7
24.4,2.3,33.2,24.5,74.1,3.7,5.7
23.3,1.1,34.0,23.5,76.3,0.0,5.1
20.2,1.8,33.2,23.4,79.4,0.4,4.6
21.1,0.2,33.3,23.6,79.6,2.1,4.4
22.9,1.9,34.4,24.0,78.9,2.1,5.2
23.1,2.5,33.5,24.1,75.7,6.7,5.4
23.7,2.9,33.2,23.9,73.9,0.0,5.7
23.7,2.0,33.2,23.3,74.6,0.0,5.4
25.1,2.8,33.5,23.3,75.4,0.0,5.8
24.4,2.5,33.8,23.5,73.8,0.0,5.7
25.5,2.6,33.7,24.8,72.6,0.0,6.0
24.5,2.6,33.7,24.2,75.0,0.0,5.8
25.1,2.3,34.2,24.5,75.8,0.0,5.8
21.2,1.5,33.7,24.1,74.8,0.0,4.9
24.4,2.9,33.7,24.5,76.9,2.8,5.7
24.6,2.8,33.8,23.1,73.9,1.3,5.8
24.8,2.3,33.4,23.7,73.8,0.0,5.7
25.2,2.5,33.7,23.1,74.4,0.0,5.8
25.2,2.7,33.7,24.3,75.5,0.0,5.9
25.0,2.4,33.7,24.4,75.2,1.0,5.8
24.8,2.6,34.1,23.9,76.4,0.0,5.8
24.0,2.3,34.2,24.1,76.2,0.0,5.6
23.6,1.4,35.2,23.8,75.9,0.0,5.3
19.3,1.8,32.8,24.7,78.8,6.1,4.5
21.9,1.6,33.2,25.3,77.8,0.0,5.0
24.8,2.6,33.7,24.2,75.3,0.0,5.8
24.9,2.5,33.4,23.6,73.7,0.0,5.8
23.1,2.5,34.0,23.3,76.3,0.0,5.5
25.1,1.3,35.2,24.5,74.5,3.6,5.6
18.9,2.1,33.4,24.4,79.3,0.0,4.5
18.0,1.7,33.3,25.0,76.6,0.0,4.4
25.5,3.2,33.2,26.3,72.9,0.0,6.2
24.3,2.2,34.0,22.7,73.6,0.0,5.6
24.4,1.1,35.0,24.2,76.2,0.5,5.4
20.6,2.2,34.8,25.2,75.9,0.0,5.1
25.5,2.4,34.0,24.4,73.3,0.0,5.9
24.7,1.9,34.4,24.9,73.2,0.0,5.7
23.8,3.4,33.2,24.9,73.2,0.0,5.9
24.5,2.8,33.3,23.1,71.9,0.0,5.8
21.8,2.6,33.8,23.2,74.2,0.2,5.3
19.4,2.1,33.8,22.2,76.2,0.0,4.7
22.1,1.7,35.0,24.5,74.7,0.0,5.2
20.2,3.1,34.0,24.2,78.2,0.6,5.1
23.6,2.9,33.4,25.2,74.6,0.0,5.7
20.9,2.3,33.7,24.0,75.1,1.2,5.0
19.3,1.4,34.0,24.5,77.1,3.2,4.5
20.8,2.1,33.2,23.7,76.8,3.7,4.9
17.2,1.8,33.8,24.6,80.7,0.0,4.2
21.5,1.5,33.4,24.5,79.8,0.0,4.8
21.6,2.4,33.4,24.1,75.8,1.5,5.1
13.6,2.7,32.4,24.5,84.2,1.6,3.5
20.8,1.0,32.8,24.1,77.1,6.7,4.5
24.0,2.4,32.2,23.3,75.5,14.1,5.4
20.3,2.6,32.8,23.9,78.8,0.0,4.8
12.3,1.3,30.8,23.2,91.0,22.6,2.7
18.9,0.7,33.1,22.4,84.1,6.8,4.0
20.9,2.2,32.7,22.3,84.4,6.7,4.5
14.9,0.7,32.2,23.7,83.6,7.5,3.3
14.7,1.7,31.6,24.2,84.8,0.4,3.4
22.3,1.4,32.2,23.3,81.2,0.3,4.7
22.4,1.3,33.7,23.5,81.8,3.9,4.8
22.3,2.6,33.2,23.7,77.7,5.7,5.2
24.4,3.5,32.7,23.1,74.5,0.0,5.8
21.2,1.8,32.2,22.6,79.6,0.0,4.6
22.5,0.6,33.5,24.6,77.9,0.0,4.7
18.5,1.7,33.2,25.0,78.3,0.1,4.4
19.7,1.8,32.2,25.5,79.2,1.1,4.5
23.8,2.5,32.1,24.5,76.9,0.1,5.3
22.4,0.5,33.0,23.1,77.7,1.3,4.6
22.8,1.2,32.5,23.9,77.1,0.0,4.8
22.8,2.7,32.1,24.1,77.6,0.9,5.1
21.8,2.3,32.6,24.3,77.8,0.0,5.0
23.9,2.3,32.5,24.2,75.6,0.0,5.3
23.4,2.2,33.1,23.3,75.3,0.0,5.3
19.7,1.4,33.1,23.6,78.8,0.0,4.4
17.2,1.4,32.5,25.0,81.3,1.6,3.9
20.6,1.9,33.1,24.7,76.9,0.0,4.8
17.3,2.9,32.8,24.8,83.9,0.0,4.1
12.1,1.6,31.5,23.9,86.6,13.0,2.9
13.8,1.1,30.7,23.3,85.5,9.1,3.1
18.1,1.7,32.1,24.5,80.4,2.5,4.1
13.8,1.9,31.9,24.1,83.8,0.9,3.3
9.5,0.8,27.1,23.5,91.9,8.9,2.1
16.0,0.5,31.2,20.5,81.8,14.1,3.3
18.2,1.5,31.5,24.1,85.0,2.5,3.9
17.8,1.7,31.9,22.9,81.4,5.4,4.0
21.5,1.5,31.9,24.5,81.8,0.0,4.6
23.8,2.1,32.2,23.9,77.9,1.7,5.2
22.0,1.8,32.1,24.4,77.4,0.0,4.8
22.1,2.3,32.2,24.5,80.4,5.1,4.9
21.3,1.7,31.9,24.1,80.1,24.1,4.6
20.8,1.6,31.7,23.6,82.8,0.0,4.4
11.6,1.1,29.7,23.5,90.6,4.6,2.6
15.0,1.4,31.2,23.5,84.1,26.3,3.4
24.0,1.7,32.2,23.1,80.2,9.0,5.0
22.1,1.6,32.1,23.2,79.6,0.1,4.7
23.7,1.1,31.9,23.3,79.4,0.0,4.9
20.5,1.7,31.9,23.9,81.8,0.0,4.4
17.3,1.7,32.2,24.2,83.6,7.8,3.9
19.3,1.9,32.2,24.1,80.6,3.1,4.4
19.2,1.5,30.7,24.4,83.2,3.7,4.1
18.0,2.6,32.0,24.5,84.4,9.4,4.1
22.0,2.3,31.7,24.5,79.6,6.0,4.8
23.2,2.0,33.1,23.5,80.6,0.0,5.0
21.6,0.8,32.2,24.0,81.6,0.9,4.5
21.8,1.8,32.1,24.6,81.6,2.0,4.7
19.6,1.8,32.1,24.2,83.4,0.8,4.3
17.8,1.7,31.9,24.8,84.7,4.4,3.9
17.9,1.9,31.9,24.5,85.8,7.9,3.9
19.0,1.4,32.8,25.0,84.1,4.7,4.2
18.3,2.1,31.9,24.8,84.6,3.6,4.1
19.4,1.2,32.1,23.9,83.4,5.7,4.2
14.4,0.8,30.9,25.5,84.4,2.0,3.2
17.1,1.8,31.7,23.9,81.2,7.6,3.9
15.1,1.8,31.5,25.6,82.8,0.0,3.6
19.7,1.8,32.7,25.0,84.2,0.0,4.4
22.9,1.6,32.7,24.5,81.6,1.7,4.9
20.9,2.3,32.4,25.5,80.8,5.0,4.7
24.1,1.4,32.7,24.7,79.9,0.0,5.1
22.6,1.9,32.2,24.8,80.5,0.0,4.9
23.7,2.1,32.7,24.6,79.3,0.6,5.2
23.0,2.5,32.7,25.0,80.4,0.0,5.2
23.2,2.9,32.5,24.5,78.9,0.0,5.3
23.1,1.6,33.1,23.6,79.9,0.0,5.0
20.4,2.0,34.0,24.8,80.6,0.0,4.8
20.2,2.2,32.1,24.0,81.1,1.4,4.5
22.9,2.4,33.2,24.5,81.0,1.6,5.1
15.9,1.7,32.4,24.4,81.9,0.0,3.8
21.0,2.8,33.0,24.5,82.9,0.4,4.8
12.9,1.9,30.3,24.1,86.2,2.0,3.0
16.0,1.9,31.8,23.2,88.1,8.9,3.5
15.7,1.8,32.6,23.5,88.1,5.6,3.5
20.6,2.1,31.2,23.7,84.1,12.8,4.4
15.4,2.3,31.8,23.6,88.3,11.3,3.5
10.9,1.7,30.5,23.7,93.2,9.4,2.4
9.8,1.5,29.4,23.0,93.1,16.7,2.2
15.1,0.7,32.4,23.0,87.1,6.7,3.3
14.2,1.1,31.5,24.5,88.2,5.7,3.2
15.2,0.8,32.2,24.6,86.6,5.9,3.4
14.0,0.7,31.1,23.1,84.8,13.3,3.1
15.1,1.9,31.3,23.9,83.8,1.8,3.5
19.9,2.2,31.8,23.7,82.0,0.5,4.5
15.3,2.1,30.7,23.1,87.1,2.6,3.4
12.7,2.4,31.2,23.8,93.7,9.4,2.8
11.3,0.5,30.9,23.8,90.4,18.2,2.5
20.2,1.9,31.7,22.8,83.7,5.9,4.3
20.5,0.9,31.7,22.8,81.9,0.7,4.3
16.1,2.0,31.8,23.1,88.5,0.4,3.6
14.7,2.5,30.6,23.1,87.1,5.1,3.4
18.1,2.6,30.1,22.6,87.1,19.8,3.8
10.9,0.8,28.2,23.5,91.3,3.7,2.4
20.2,1.2,32.4,23.5,86.2,11.5,4.3
18.2,1.2,31.1,23.5,83.9,34.2,3.9
23.9,1.4,31.9,23.5,82.6,2.5,5.0
17.4,2.0,31.3,24.5,83.5,4.3,4.0
17.6,1.9,30.7,23.8,84.7,14.8,3.9
15.9,1.5,31.1,23.5,87.3,7.4,3.5
16.7,1.4,31.7,23.5,87.6,9.1,3.6
13.2,0.7,29.7,23.2,89.1,11.8,2.9
10.2,1.6,26.9,23.5,92.9,29.6,2.2
20.1,1.3,30.7,23.5,88.4,40.2,4.1
11.9,1.0,27.9,23.5,88.9,34.5,2.6
14.2,1.2,30.5,23.3,90.0,18.1,3.1
22.5,1.3,31.7,23.5,84.6,9.1,4.7
10.4,1.4,27.4,23.5,89.8,24.2,2.3
23.0,0.7,31.7,24.0,84.8,2.0,4.7
11.9,1.4,28.3,24.0,88.9,4.2,2.7
19.1,1.1,31.6,23.2,86.4,3.3,4.0
13.7,2.1,30.2,24.0,88.8,13.0,3.1
12.4,1.1,31.2,23.5,89.5,46.2,2.8
12.2,1.7,29.5,23.5,88.2,18.0,2.8
10.7,1.3,29.0,23.3,93.4,37.1,2.3
11.3,0.6,28.3,22.9,89.1,12.7,2.5
17.1,1.5,31.2,22.5,89.1,0.4,3.6
15.2,1.8,29.3,24.5,88.8,0.6,3.3
14.8,1.4,31.0,23.4,87.2,16.6,3.3
9.8,1.3,26.9,22.1,93.9,15.9,2.1
11.8,1.4,30.0,22.1,90.8,17.2,2.6
10.2,0.4,27.9,22.6,92.8,34.9,2.2
18.8,1.3,32.0,23.0,84.8,10.6,4.1
17.7,2.5,31.3,25.2,85.0,0.0,4.0
16.5,1.3,31.0,24.0,86.5,6.5,3.6
18.7,1.6,30.5,24.5,88.1,25.3,3.9
15.0,1.1,32.2,24.3,85.4,8.5,3.4
16.3,1.7,32.0,24.5,87.7,7.1,3.6
20.0,0.7,32.1,24.5,86.6,14.8,4.2
18.0,1.3,30.7,25.2,81.6,2.1,4.0
18.2,1.4,32.5,24.3,85.0,6.2,4.0
15.7,1.4,30.3,24.8,86.9,1.5,3.4
15.7,1.6,29.9,24.2,85.9,13.9,3.4
18.7,0.5,32.1,24.0,84.0,25.7,4.0
17.3,1.9,32.1,24.8,86.8,2.6,3.9
19.7,1.2,32.1,23.7,83.8,8.6,4.2
17.6,1.0,30.4,24.3,83.9,33.9,3.8
15.9,1.2,31.8,24.5,86.2,5.9,3.5
15.2,1.6,31.7,24.6,83.6,21.0,3.5
12.9,0.4,30.9,25.0,88.8,14.8,2.9
11.4,1.3,29.7,24.5,87.7,13.7,2.6
10.1,0.8,27.7,23.7,90.5,0.5,2.2
11.2,0.1,29.5,24.5,88.1,12.8,2.5
13.9,0.4,30.3,24.0,86.2,6.9,3.0
17.8,2.0,31.1,24.0,82.7,1.0,4.0
11.9,1.6,28.5,23.7,89.5,3.8,2.6
12.9,1.9,29.9,24.0,88.0,10.6,2.9
13.9,1.1,31.6,23.8,87.8,11.4,3.1
15.7,1.5,30.9,24.2,84.8,3.3,3.5
14.2,1.2,31.2,24.3,86.7,4.4,3.2
10.7,1.6,27.5,24.0,90.2,4.9,2.4
13.7,1.0,31.5,23.8,87.4,8.9,3.1
9.1,1.0,30.2,25.1,89.2,28.9,2.2
16.0,0.9,32.2,23.8,84.9,12.9,3.5
17.8,1.4,32.1,23.6,83.6,6.2,3.9
21.5,1.9,32.8,24.5,84.2,0.9,4.7
17.8,1.8,32.8,24.1,84.8,8.8,4.0
10.7,1.0,29.5,24.5,89.7,22.7,2.4
16.3,1.1,32.4,24.3,87.2,14.3,3.6
10.9,0.8,29.1,23.3,90.1,58.9,2.4
19.8,0.4,32.1,23.3,85.9,21.4,4.1
15.3,0.7,31.7,24.0,84.6,30.8,3.3
18.8,1.2,33.0,23.9,85.6,5.3,4.1
19.9,1.7,32.4,24.5,84.8,0.0,4.3
18.7,1.4,33.2,25.0,83.9,0.0,4.2
16.8,1.2,32.2,24.5,84.4,19.1,3.7
11.4,0.7,30.8,24.5,91.4,16.8,2.5
9.5,1.4,28.5,24.5,90.9,34.9,2.2
16.8,0.7,31.4,24.0,88.2,12.9,3.5
13.6,0.9,32.0,24.6,86.1,10.7,3.1
17.1,0.6,32.4,24.0,87.4,15.9,3.6
17.8,0.9,32.8,24.6,84.4,8.8,3.9
16.2,0.9,30.3,24.1,81.9,1.3,3.5
18.5,1.2,32.1,23.3,85.4,20.2,3.9
14.4,0.4,30.5,24.8,84.4,22.1,3.1
18.6,0.8,31.9,24.8,82.8,8.6,4.0
20.0,1.0,33.1,24.5,82.4,16.0,4.3
19.9,1.4,33.1,24.1,80.6,6.6,4.4
21.2,1.8,32.5,24.1,79.4,7.6,4.7
14.9,1.4,32.2,24.5,84.7,2.7,3.4
12.8,0.7,31.8,23.7,89.6,10.9,2.8
12.9,0.7,29.9,24.5,85.3,16.1,2.8
17.9,0.1,33.1,24.4,85.4,0.4,3.7
16.1,1.0,33.0,24.6,86.4,9.2,3.6
22.6,1.4,32.8,24.5,80.1,1.5,4.8
22.2,1.8,33.2,25.5,80.6,0.0,4.9
17.0,1.4,33.7,24.8,83.5,1.8,3.9
15.4,0.4,31.9,24.1,85.9,6.5,3.3
14.6,1.0,30.7,24.5,86.2,8.3,3.2
16.5,0.8,31.9,23.9,84.4,7.3,3.5
16.2,0.4,31.7,24.0,84.3,12.4,3.4
19.6,0.6,32.2,24.3,83.7,5.3,4.0
14.1,2.3,30.9,24.2,85.8,8.6,3.3
17.4,1.2,31.5,25.0,84.9,3.3,3.7
21.7,0.4,33.7,23.7,81.6,6.7,4.4
20.7,0.5,33.4,24.2,81.1,0.0,4.3
17.7,1.1,31.9,23.2,80.8,12.3,3.8
21.2,1.2,32.8,23.2,81.9,0.1,4.4
21.1,0.8,33.1,23.3,80.5,0.0,4.4
19.5,1.0,32.5,24.2,81.5,3.0,4.1
20.1,1.4,32.5,23.6,80.5,8.5,4.3
17.5,1.5,32.2,24.3,82.4,3.0,3.9
20.2,1.1,33.0,23.5,84.8,1.6,4.2
19.8,0.5,32.8,24.5,80.7,9.0,4.1
18.3,2.3,31.7,26.0,80.3,2.1,4.2
20.3,1.3,32.6,24.6,80.8,6.5,4.4
16.7,2.2,30.3,24.8,82.6,2.7,3.7
12.3,0.9,29.0,25.0,84.9,6.2,2.7
14.6,0.3,32.1,23.3,84.5,21.9,3.1
14.7,1.0,32.1,23.8,88.0,19.8,3.2
18.1,3.0,32.1,24.0,85.6,17.3,4.0
18.6,0.7,32.4,23.8,83.8,10.4,3.9
20.1,0.6,32.2,23.8,81.6,16.7,4.1
21.0,1.1,32.8,23.9,77.4,11.8,4.5
17.6,1.0,32.4,24.8,80.6,0.9,3.9
18.0,0.5,33.1,24.9,79.8,5.7,3.8
16.7,1.0,32.1,24.5,81.9,4.0,3.6
18.7,1.2,32.1,23.8,82.6,8.0,4.0
20.6,0.9,32.2,25.2,81.6,8.1,4.3
21.9,1.1,33.1,24.8,81.2,0.2,4.6
20.5,0.5,32.8,24.8,82.9,2.6,4.2
20.3,0.6,31.2,22.9,81.4,3.4,4.0
22.6,0.9,32.8,25.0,80.9,7.0,4.7
21.6,1.2,33.5,25.2,79.2,0.0,4.7
17.0,1.1,32.2,25.4,82.7,0.5,3.7
19.5,1.6,30.9,24.3,79.7,13.6,4.2
