,name_dataset,name_model,step_ahead,window,time,real,forecast
0,ECONOMICS_1,TFT,0,0,16.740333333333332,12.3275,12.260028839111328
1,ECONOMICS_1,TFT,1,0,16.740333333333332,12.3725,12.285120964050293
2,ECONOMICS_1,TFT,2,0,16.740333333333332,12.45,12.369033813476562
3,ECONOMICS_1,TFT,3,0,16.740333333333332,12.3175,12.432183265686035
4,ECONOMICS_1,TFT,4,0,16.740333333333332,12.1725,12.474031448364258
5,ECONOMICS_1,TFT,5,0,16.740333333333332,12.265,12.517804145812988
6,ECONOMICS_1,TFT,6,0,16.740333333333332,12.3875,12.581854820251465
7,ECONOMICS_1,TFT,7,0,16.740333333333332,12.5225,12.676554679870605
8,ECONOMICS_1,TFT,8,0,16.740333333333332,12.57,12.79185676574707
9,ECONOMICS_1,TFT,9,0,16.740333333333332,12.5425,12.904885292053223
10,ECONOMICS_1,TFT,10,0,16.740333333333332,12.585,13.000465393066406
11,ECONOMICS_1,TFT,11,0,16.740333333333332,13.052499999999998,13.076569557189941
12,ECONOMICS_1,TFT,12,0,16.740333333333332,13.34,13.138120651245117
13,ECONOMICS_1,TFT,13,0,16.740333333333332,13.3175,13.191970825195312
14,ECONOMICS_1,TFT,14,0,16.740333333333332,13.3325,13.245332717895508
15,ECONOMICS_1,TFT,15,0,16.740333333333332,13.455,13.305889129638672
16,ECONOMICS_1,TFT,16,0,16.740333333333332,13.34,13.38227367401123
17,ECONOMICS_1,TFT,17,0,16.740333333333332,13.41,13.484127044677734
18,ECONOMICS_1,TFT,18,0,16.740333333333332,13.490000000000002,13.620820999145508
19,ECONOMICS_1,TFT,19,0,16.740333333333332,13.59,13.797612190246582
20,ECONOMICS_1,TFT,20,0,16.740333333333332,13.6675,14.008930206298828
21,ECONOMICS_1,TFT,21,0,16.740333333333332,13.55,14.232375144958496
22,ECONOMICS_1,TFT,22,0,16.740333333333332,13.5425,14.436452865600586
23,ECONOMICS_1,TFT,23,0,16.740333333333332,13.3975,14.599874496459961
24,ECONOMICS_1,TFT,24,0,16.740333333333332,13.1975,14.723462104797363
25,ECONOMICS_1,TFT,25,0,16.740333333333332,13.265,14.818389892578125
26,ECONOMICS_1,TFT,26,0,16.740333333333332,13.425,14.89442253112793
27,ECONOMICS_1,TFT,27,0,16.740333333333332,13.5425,14.957771301269531
28,ECONOMICS_1,TFT,28,0,16.740333333333332,13.51,15.012441635131836
29,ECONOMICS_1,TFT,29,0,16.740333333333332,13.445,15.061195373535156
30,ECONOMICS_1,TFT,0,1,18.991333333333333,28.205,26.360319137573242
31,ECONOMICS_1,TFT,1,1,18.991333333333333,29.48250025,26.811107635498047
32,ECONOMICS_1,TFT,2,1,18.991333333333333,29.67249975,27.101497650146484
33,ECONOMICS_1,TFT,3,1,18.991333333333333,30.24249975,27.315570831298828
34,ECONOMICS_1,TFT,4,1,18.991333333333333,29.685,27.508485794067383
35,ECONOMICS_1,TFT,5,1,18.991333333333333,29.82249975,27.85973358154297
36,ECONOMICS_1,TFT,6,1,18.991333333333333,30.0599995,28.550525665283203
37,ECONOMICS_1,TFT,7,1,18.991333333333333,30.8300005,29.271350860595703
38,ECONOMICS_1,TFT,8,1,18.991333333333333,31.11000025,29.850791931152344
39,ECONOMICS_1,TFT,9,1,18.991333333333333,32.42500025,30.428688049316406
40,ECONOMICS_1,TFT,10,1,18.991333333333333,33.92500025,31.03491973876953
41,ECONOMICS_1,TFT,11,1,18.991333333333333,34.17750075,31.591468811035156
42,ECONOMICS_1,TFT,12,1,18.991333333333333,34.26249975,32.05706024169922
43,ECONOMICS_1,TFT,13,1,18.991333333333333,35.38500050000001,32.54740905761719
44,ECONOMICS_1,TFT,14,1,18.991333333333333,38.320002,33.31978988647461
45,ECONOMICS_1,TFT,15,1,18.991333333333333,42.64749975,34.207157135009766
46,ECONOMICS_1,TFT,16,1,18.991333333333333,40.45499975,34.78530502319336
47,ECONOMICS_1,TFT,17,1,18.991333333333333,42.925,35.20991134643555
48,ECONOMICS_1,TFT,18,1,18.991333333333333,45.3575,35.77731704711914
49,ECONOMICS_1,TFT,19,1,18.991333333333333,46.5675,36.45158386230469
50,ECONOMICS_1,TFT,20,1,18.991333333333333,47.102501,36.966041564941406
51,ECONOMICS_1,TFT,21,1,18.991333333333333,44.43500175,37.28242111206055
52,ECONOMICS_1,TFT,22,1,18.991333333333333,45.5649995,37.489356994628906
53,ECONOMICS_1,TFT,23,1,18.991333333333333,47.03249925,37.649803161621094
54,ECONOMICS_1,TFT,24,1,18.991333333333333,46.99250050000001,37.79261779785156
55,ECONOMICS_1,TFT,25,1,18.991333333333333,46.8950005,37.92974853515625
56,ECONOMICS_1,TFT,26,1,18.991333333333333,47.23500075000001,38.06611633300781
57,ECONOMICS_1,TFT,27,1,18.991333333333333,49.75,38.203834533691406
58,ECONOMICS_1,TFT,28,1,18.991333333333333,55.68499925,38.343833923339844
59,ECONOMICS_1,TFT,29,1,18.991333333333333,61.8324995,38.486541748046875
60,ECONOMICS_1,TFT,0,2,18.6245,122.42749975,130.67620849609375
61,ECONOMICS_1,TFT,1,2,18.6245,122.07749925,130.7915802001953
62,ECONOMICS_1,TFT,2,2,18.6245,122.272499,130.8428955078125
63,ECONOMICS_1,TFT,3,2,18.6245,123.29750049999998,130.86630249023438
64,ECONOMICS_1,TFT,4,2,18.6245,125.0075015,130.87741088867188
65,ECONOMICS_1,TFT,5,2,18.6245,129.6850015,130.8830108642578
66,ECONOMICS_1,TFT,6,2,18.6245,131.697502,130.88600158691406
