,name_dataset,name_model,step_ahead,window,time,real,forecast
0,ECONOMICS_1,LIGHTGBM,0,0,0.2966666666666667,10.54,12.402501479279687
1,ECONOMICS_1,LIGHTGBM,1,0,0.2966666666666667,10.7125,12.487118049392883
2,ECONOMICS_1,LIGHTGBM,2,0,0.2966666666666667,10.76,12.343819196972623
3,ECONOMICS_1,LIGHTGBM,3,0,0.2966666666666667,10.805,12.393622191991165
4,ECONOMICS_1,LIGHTGBM,4,0,0.2966666666666667,10.96,12.421516529448999
5,ECONOMICS_1,LIGHTGBM,5,0,0.2966666666666667,10.9175,12.309397294017161
6,ECONOMICS_1,LIGHTGBM,6,0,0.2966666666666667,10.88,12.272854980839535
7,ECONOMICS_1,LIGHTGBM,7,0,0.2966666666666667,10.855,12.39243242339722
8,ECONOMICS_1,LIGHTGBM,8,0,0.2966666666666667,10.85,12.451093952775906
9,ECONOMICS_1,LIGHTGBM,9,0,0.2966666666666667,10.957499999999998,12.279675510394508
10,ECONOMICS_1,LIGHTGBM,10,0,0.2966666666666667,11.0025,12.405553688358522
11,ECONOMICS_1,LIGHTGBM,11,0,0.2966666666666667,10.9425,12.970606587204328
12,ECONOMICS_1,LIGHTGBM,12,0,0.2966666666666667,11.0775,12.990293027524057
13,ECONOMICS_1,LIGHTGBM,13,0,0.2966666666666667,11.48,12.978787129156244
14,ECONOMICS_1,LIGHTGBM,14,0,0.2966666666666667,11.715,13.2604894528182
15,ECONOMICS_1,LIGHTGBM,15,0,0.2966666666666667,11.722499999999998,12.904989182040513
16,ECONOMICS_1,LIGHTGBM,16,0,0.2966666666666667,11.7225,12.97979413430365
17,ECONOMICS_1,LIGHTGBM,17,0,0.2966666666666667,11.725,12.798516895528435
18,ECONOMICS_1,LIGHTGBM,18,0,0.2966666666666667,11.73,12.971617487238392
19,ECONOMICS_1,LIGHTGBM,19,0,0.2966666666666667,12.0725,13.24140902624367
20,ECONOMICS_1,LIGHTGBM,20,0,0.2966666666666667,12.3275,13.312588896681303
21,ECONOMICS_1,LIGHTGBM,21,0,0.2966666666666667,12.3725,13.261255394611979
22,ECONOMICS_1,LIGHTGBM,22,0,0.2966666666666667,12.45,13.38601500506013
23,ECONOMICS_1,LIGHTGBM,23,0,0.2966666666666667,12.3175,13.475495045691858
24,ECONOMICS_1,LIGHTGBM,24,0,0.2966666666666667,12.1725,13.45729398279211
25,ECONOMICS_1,LIGHTGBM,25,0,0.2966666666666667,12.265,13.132766206563263
26,ECONOMICS_1,LIGHTGBM,26,0,0.2966666666666667,12.3875,12.659722084738174
27,ECONOMICS_1,LIGHTGBM,27,0,0.2966666666666667,12.5225,13.005116457641554
28,ECONOMICS_1,LIGHTGBM,28,0,0.2966666666666667,12.57,13.332704851014666
29,ECONOMICS_1,LIGHTGBM,29,0,0.2966666666666667,12.5425,13.04551527237678
30,ECONOMICS_1,LIGHTGBM,0,1,0.34450000000000003,19.54500025,25.954171257076542
31,ECONOMICS_1,LIGHTGBM,1,1,0.34450000000000003,20.26250025,25.954171257076542
32,ECONOMICS_1,LIGHTGBM,2,1,0.34450000000000003,20.5849995,25.954171257076542
33,ECONOMICS_1,LIGHTGBM,3,1,0.34450000000000003,19.65749975,25.954171257076542
34,ECONOMICS_1,LIGHTGBM,4,1,0.34450000000000003,20.13499975,25.954171257076542
35,ECONOMICS_1,LIGHTGBM,5,1,0.34450000000000003,20.4825,25.954171257076542
36,ECONOMICS_1,LIGHTGBM,6,1,0.34450000000000003,20.5050005,25.954171257076542
37,ECONOMICS_1,LIGHTGBM,7,1,0.34450000000000003,20.9275,25.954171257076542
38,ECONOMICS_1,LIGHTGBM,8,1,0.34450000000000003,21.57999975,25.954171257076542
39,ECONOMICS_1,LIGHTGBM,9,1,0.34450000000000003,22.395,25.954171257076542
40,ECONOMICS_1,LIGHTGBM,10,1,0.34450000000000003,23.22,25.954171257076542
41,ECONOMICS_1,LIGHTGBM,11,1,0.34450000000000003,23.6,25.954171257076542
42,ECONOMICS_1,LIGHTGBM,12,1,0.34450000000000003,24.23749975,25.954171257076542
43,ECONOMICS_1,LIGHTGBM,13,1,0.34450000000000003,24.98749975,25.954171257076542
44,ECONOMICS_1,LIGHTGBM,14,1,0.34450000000000003,24.96500025,25.954171257076542
45,ECONOMICS_1,LIGHTGBM,15,1,0.34450000000000003,25.18499975,25.954171257076542
46,ECONOMICS_1,LIGHTGBM,16,1,0.34450000000000003,26.98249975,25.954171257076542
47,ECONOMICS_1,LIGHTGBM,17,1,0.34450000000000003,27.1574995,25.954171257076542
48,ECONOMICS_1,LIGHTGBM,18,1,0.34450000000000003,26.6074995,25.954171257076542
49,ECONOMICS_1,LIGHTGBM,19,1,0.34450000000000003,26.81750025,25.954171257076542
50,ECONOMICS_1,LIGHTGBM,20,1,0.34450000000000003,28.205,25.954171257076542
51,ECONOMICS_1,LIGHTGBM,21,1,0.34450000000000003,29.48250025,25.954171257076542
52,ECONOMICS_1,LIGHTGBM,22,1,0.34450000000000003,29.67249975,25.954171257076542
53,ECONOMICS_1,LIGHTGBM,23,1,0.34450000000000003,30.24249975,25.954171257076542
54,ECONOMICS_1,LIGHTGBM,24,1,0.34450000000000003,29.685,25.954171257076542
55,ECONOMICS_1,LIGHTGBM,25,1,0.34450000000000003,29.82249975,25.954171257076542
56,ECONOMICS_1,LIGHTGBM,26,1,0.34450000000000003,30.0599995,25.954171257076542
57,ECONOMICS_1,LIGHTGBM,27,1,0.34450000000000003,30.8300005,25.954171257076542
