,name_dataset,name_model,step_ahead,window,time,real,forecast
0,ECONOMICS_1,TCN,0,0,21.515333333333334,12.3275,0.125183292086162
1,ECONOMICS_1,TCN,1,0,21.515333333333334,12.3725,-3.3397829301115
2,ECONOMICS_1,TCN,2,0,21.515333333333334,12.45,288.44000123877413
3,ECONOMICS_1,TCN,3,0,21.515333333333334,12.3175,232.86571605858862
4,ECONOMICS_1,TCN,4,0,21.515333333333334,12.1725,-49.896628691106756
5,ECONOMICS_1,TCN,5,0,21.515333333333334,12.265,-67.69464945553017
6,ECONOMICS_1,TCN,6,0,21.515333333333334,12.3875,-73.50208075459173
7,ECONOMICS_1,TCN,7,0,21.515333333333334,12.5225,-55.78357256589026
8,ECONOMICS_1,TCN,8,0,21.515333333333334,12.57,-44.331119536514166
9,ECONOMICS_1,TCN,9,0,21.515333333333334,12.5425,-54.827991797707526
10,ECONOMICS_1,TCN,10,0,21.515333333333334,12.585,-42.62496426486543
11,ECONOMICS_1,TCN,11,0,21.515333333333334,13.052499999999998,20.47902178735815
12,ECONOMICS_1,TCN,12,0,21.515333333333334,13.34,-19.18369442310807
13,ECONOMICS_1,TCN,13,0,21.515333333333334,13.3175,-5.342223773881609
14,ECONOMICS_1,TCN,14,0,21.515333333333334,13.3325,-3.174420011057464
15,ECONOMICS_1,TCN,15,0,21.515333333333334,13.455,-5.090635237837155
16,ECONOMICS_1,TCN,16,0,21.515333333333334,13.34,-6.990869427346845
17,ECONOMICS_1,TCN,17,0,21.515333333333334,13.41,-2.007236330898544
18,ECONOMICS_1,TCN,18,0,21.515333333333334,13.490000000000002,-3.4335039220472936
19,ECONOMICS_1,TCN,19,0,21.515333333333334,13.59,-5.07689176396231
20,ECONOMICS_1,TCN,20,0,21.515333333333334,13.6675,103.78666591093743
21,ECONOMICS_1,TCN,21,0,21.515333333333334,13.55,213.48686567128655
22,ECONOMICS_1,TCN,22,0,21.515333333333334,13.5425,72.16003780223762
23,ECONOMICS_1,TCN,23,0,21.515333333333334,13.3975,2104.415933729306
24,ECONOMICS_1,TCN,24,0,21.515333333333334,13.1975,1889.9605992862344
25,ECONOMICS_1,TCN,25,0,21.515333333333334,13.265,2703.1629703738017
26,ECONOMICS_1,TCN,26,0,21.515333333333334,13.425,1592.042128999165
27,ECONOMICS_1,TCN,27,0,21.515333333333334,13.5425,1342.3508023370196
28,ECONOMICS_1,TCN,28,0,21.515333333333334,13.51,1807.3556162404102
29,ECONOMICS_1,TCN,29,0,21.515333333333334,13.445,1194.3375872969
30,ECONOMICS_1,TCN,0,1,17.737666666666666,28.205,-280.82084400867933
31,ECONOMICS_1,TCN,1,1,17.737666666666666,29.48250025,-171.35072748179954
32,ECONOMICS_1,TCN,2,1,17.737666666666666,29.67249975,304.3015715460705
33,ECONOMICS_1,TCN,3,1,17.737666666666666,30.24249975,1698.348033014605
34,ECONOMICS_1,TCN,4,1,17.737666666666666,29.685,7292.6398599609765
35,ECONOMICS_1,TCN,5,1,17.737666666666666,29.82249975,32708.536010432515
36,ECONOMICS_1,TCN,6,1,17.737666666666666,30.0599995,147740.0482988469
37,ECONOMICS_1,TCN,7,1,17.737666666666666,30.8300005,665806.3121942135
38,ECONOMICS_1,TCN,8,1,17.737666666666666,31.11000025,3000426.0289234826
39,ECONOMICS_1,TCN,9,1,17.737666666666666,32.42500025,13522895.69919933
40,ECONOMICS_1,TCN,10,1,17.737666666666666,33.92500025,60946573.338563345
41,ECONOMICS_1,TCN,11,1,17.737666666666666,34.17750075,274680127.28950983
42,ECONOMICS_1,TCN,12,1,17.737666666666666,34.26249975,1237957643.297067
43,ECONOMICS_1,TCN,13,1,17.737666666666666,35.38500050000001,5579359227.871435
44,ECONOMICS_1,TCN,14,1,17.737666666666666,38.320002,25145648061.482983
45,ECONOMICS_1,TCN,15,1,17.737666666666666,42.64749975,113329075517.18427
46,ECONOMICS_1,TCN,16,1,17.737666666666666,40.45499975,510763506695.6314
47,ECONOMICS_1,TCN,17,1,17.737666666666666,42.925,2301963184273.4434
48,ECONOMICS_1,TCN,18,1,17.737666666666666,45.3575,10374732008881.938
49,ECONOMICS_1,TCN,19,1,17.737666666666666,46.5675,46757943391838.59
50,ECONOMICS_1,TCN,20,1,17.737666666666666,47.102501,210733662165596.06
51,ECONOMICS_1,TCN,21,1,17.737666666666666,44.43500175,949756835914034.6
52,ECONOMICS_1,TCN,22,1,17.737666666666666,45.5649995,4280464915268599.0
53,ECONOMICS_1,TCN,23,1,17.737666666666666,47.03249925,1.929165360859095e+16
54,ECONOMICS_1,TCN,24,1,17.737666666666666,46.99250050000001,8.694567209891458e+16
55,ECONOMICS_1,TCN,25,1,17.737666666666666,46.8950005,3.918559834272367e+17
56,ECONOMICS_1,TCN,26,1,17.737666666666666,47.23500075000001,1.766058137695894e+18
57,ECONOMICS_1,TCN,27,1,17.737666666666666,49.75,7.959458264342271e+18
58,ECONOMICS_1,TCN,28,1,17.737666666666666,55.68499925,3.5872531322474246e+19
59,ECONOMICS_1,TCN,29,1,17.737666666666666,61.8324995,1.6167413167386375e+20
60,ECONOMICS_1,TCN,0,2,5.184,122.42749975,1.129512895269417
61,ECONOMICS_1,TCN,1,2,5.184,122.07749925,-5.317113259105082
62,ECONOMICS_1,TCN,2,2,5.184,122.272499,4.083340899516162
63,ECONOMICS_1,TCN,3,2,5.184,123.29750049999998,2.437677620584488
64,ECONOMICS_1,TCN,4,2,5.184,125.0075015,1.4961944699999763
65,ECONOMICS_1,TCN,5,2,5.184,129.6850015,-10.156061372070065
