Date,Open,High,Low,Close,Volume,AVG
1985-04-12,1263.689941,1270.430054,1257.290039,1265.680054,7320000,1264.272522
1985-04-15,1262.589966,1272.420044,1257.839966,1266.780029,6870000,1264.90750125
1985-04-16,1268.109985,1276.609985,1256.959961,1269.550049,9870000,1267.807495
1985-04-17,1269.660034,1277.5,1263.469971,1272.310059,9120000,1270.735016
1985-04-18,1278.819946,1281.910034,1260.819946,1265.130005,11170000,1271.66998275
1985-04-19,1265.130005,1272.530029,1258.5,1266.560059,8740000,1265.68002325
1985-04-22,1269.77002,1273.630005,1257.619995,1266.560059,7080000,1266.8950197499996
1985-04-23,1265.349976,1282.910034,1261.150024,1278.709961,10790000,1272.02999875
1985-04-24,1279.48999,1286.439941,1269.880005,1278.48999,8510000,1278.5749815
1985-04-25,1276.829956,1289.199951,1272.530029,1284.780029,9620000,1280.83499125
1985-04-26,1286.219971,1290.300049,1270.540039,1275.180054,8930000,1280.56002825
1985-04-29,1272.859985,1277.939941,1257.400024,1259.719971,9200000,1266.9799802500004
1985-04-30,1256.73999,1266.22998,1245.800049,1258.060059,12390000,1256.7075195
1985-05-01,1257.180054,1262.810059,1239.069946,1242.050049,10050000,1250.277527
1985-05-02,1244.369995,1251.209961,1235.530029,1242.27002,9780000,1243.34500125
1985-05-03,1243.709961,1253.859985,1238.300049,1247.23999,8680000,1245.77749625
1985-05-06,1246.910034,1256.400024,1241.390015,1247.790039,7100000,1248.122528
1985-05-07,1248.22998,1261.369995,1243.150024,1252.75,9140000,1251.37499975
1985-05-08,1248.670044,1258.939941,1239.51001,1249.780029,9710000,1249.225006
1985-05-09,1251.880005,1265.569946,1246.579956,1260.27002,16290000,1256.07498175
1985-05-10,1268.98999,1282.459961,1261.589966,1274.180054,16460000,1271.80499275
1985-05-13,1277.609985,1283.569946,1268.77002,1277.5,7530000,1276.86248775
1985-05-14,1281.469971,1288.650024,1267.670044,1273.300049,11580000,1277.772522
1985-05-15,1271.199951,1283.569946,1265.459961,1273.52002,13980000,1273.4374695
1985-05-16,1276.719971,1285.109985,1270.099976,1278.050049,10590000,1277.49499525
1985-05-17,1276.829956,1295.829956,1271.420044,1285.339966,14230000,1282.3549805
1985-05-20,1298.949951,1310.369995,1292.22998,1304.880005,15320000,1301.60748275
1985-05-21,1305.0,1316.079956,1297.48999,1309.699951,13230000,1307.06747425
1985-05-22,1305.219971,1308.920044,1294.349976,1303.76001,8670000,1303.06250025
1985-05-23,1301.75,1307.800049,1290.98999,1296.709961,8210000,1299.3125
1985-05-24,1295.469971,1305.670044,1291.109985,1301.969971,6680000,1298.55499275
1985-05-28,1305.329956,1312.839966,1293.22998,1301.52002,9210000,1303.2299805
1985-05-29,1300.959961,1308.359985,1292.790039,1302.97998,8880000,1301.27249125
1985-05-30,1306.449951,1314.180054,1293.910034,1305.780029,14740000,1305.080017
1985-05-31,1302.76001,1320.790039,1298.719971,1315.410034,12190000,1309.4200134999999
1985-06-03,1321.23999,1325.040039,1304.209961,1310.930054,10830000,1315.3550109999999
1985-06-04,1310.599976,1321.23999,1304.439941,1315.300049,9450000,1312.8949890000001
1985-06-05,1320.560059,1331.77002,1312.609985,1320.560059,14320000,1321.37503075
1985-06-06,1317.199951,1330.530029,1311.939941,1327.280029,9770000,1321.7374875
1985-06-07,1329.640015,1331.98999,1312.949951,1316.420044,8590000,1322.75
1985-06-10,1314.290039,1322.579956,1307.23999,1318.439941,6120000,1315.6374815
1985-06-11,1319.0,1323.810059,1308.02002,1313.839966,8020000,1316.16751125
1985-06-12,1312.050049,1318.209961,1300.73999,1306.339966,9550000,1309.3349915
1985-06-13,1302.199951,1308.130005,1285.390015,1290.099976,13310000,1296.45498675
1985-06-14,1297.380005,1305.439941,1288.880005,1300.959961,9220000,1298.164978
1985-06-17,1298.949951,1303.98999,1288.75,1298.390015,7280000,1297.5199890000001
1985-06-18,1299.400024,1312.390015,1293.680054,1304.77002,10900000,1302.56002825
1985-06-19,1304.77002,1312.719971,1293.569946,1297.380005,11310000,1302.1099855
1985-06-20,1296.709961,1305.439941,1287.75,1299.72998,7780000,1297.4074705
1985-06-21,1297.27002,1326.050049,1293.790039,1324.47998,15770000,1310.397522
1985-06-24,1315.079956,1326.719971,1307.800049,1320.560059,10100000,1317.54000875
1985-06-25,1322.689941,1338.819946,1314.069946,1323.030029,14050000,1324.6524654999998
1985-06-26,1320.680054,1329.189941,1314.73999,1323.810059,10060000,1322.1050109999999
1985-06-27,1325.939941,1338.709961,1321.800049,1332.209961,9760000,1329.664978
1985-06-28,1334.119995,1341.170044,1326.160034,1335.459961,9150000,1334.2275085
1985-07-01,1334.01001,1342.180054,1322.579956,1337.140015,7880000,1333.97750875
1985-07-02,1335.459961,1343.75,1329.189941,1334.01001,9170000,1335.602478
1985-07-03,1331.77002,1337.589966,1320.22998,1326.390015,9030000,1328.99499525
1985-07-05,1328.290039,1340.609985,1324.930054,1334.449951,6000000,1332.07000725
1985-07-08,1330.420044,1336.469971,1318.880005,1328.410034,7050000,1328.5450134999999
1985-07-09,1324.599976,1333.670044,1313.400024,1321.910034,9400000,1323.3950195
1985-07-10,1320.900024,1336.810059,1315.300049,1332.890015,10060000,1326.47503675
1985-07-11,1333.219971,1343.640015,1326.160034,1337.699951,10170000,1335.17999275
1985-07-12,1336.130005,1345.98999,1326.390015,1338.599976,11060000,1336.7774965
1985-07-15,1333.890015,1347.670044,1326.949951,1335.459961,10970000,1335.99249275
1985-07-16,1336.579956,1351.930054,1331.540039,1347.890015,12980000,1341.985016
1985-07-17,1354.609985,1365.930054,1346.209961,1357.969971,15510000,1356.17999275
1985-07-18,1352.26001,1363.26001,1345.319946,1350.920044,12590000,1352.9400025
1985-07-19,1351.030029,1363.349976,1346.439941,1359.540039,10810000,1355.08999625
1985-07-22,1356.180054,1362.119995,1346.890015,1357.640015,8790000,1355.7075197499996
1985-07-23,1357.079956,1372.199951,1344.76001,1351.810059,18070000,1356.462494
1985-07-24,1349.800049,1359.209961,1335.689941,1348.900024,12860000,1348.39999375
1985-07-25,1349.130005,1359.880005,1338.599976,1353.609985,11870000,1350.30499275
1985-07-26,1352.26001,1365.589966,1345.209961,1357.079956,10820000,1355.03497325
1985-07-29,1354.280029,1358.089966,1338.930054,1343.859985,8560000,1348.7900085
1985-07-30,1340.390015,1352.599976,1334.900024,1346.099976,10790000,1343.49749775
1985-07-31,1347.890015,1357.410034,1340.050049,1347.449951,10690000,1348.20001225
1985-08-01,1350.02002,1361.900024,1342.969971,1355.619995,9840000,1352.6275025
1985-08-02,1354.280029,1360.099976,1345.430054,1353.050049,6220000,1353.215027
1985-08-05,1348.569946,1352.709961,1336.920044,1346.890015,6640000,1346.2724915
1985-08-06,1345.880005,1350.02002,1322.920044,1325.160034,9710000,1335.99502575
1985-08-07,1320.790039,1331.209961,1316.310059,1325.040039,7260000,1323.3375245
1985-08-08,1324.709961,1334.790039,1318.319946,1329.859985,8480000,1326.91998275
1985-08-09,1328.849976,1331.880005,1317.650024,1320.790039,7430000,1324.7925109999999
1985-08-12,1318.77002,1324.369995,1309.140015,1314.290039,7200000,1316.64251725
1985-08-13,1314.630005,1325.48999,1303.650024,1315.300049,7200000,1314.767517
1985-08-14,1318.550049,1326.050049,1311.380005,1316.97998,7120000,1318.24002075
1985-08-15,1318.439941,1324.709961,1308.130005,1317.76001,7550000,1317.25997925
1985-08-16,1312.609985,1321.569946,1305.890015,1312.719971,10380000,1313.19747925
1985-08-19,1312.050049,1319.219971,1307.569946,1312.5,6070000,1312.8349915
1985-08-20,1315.969971,1328.069946,1311.829956,1323.699951,9120000,1319.892456
1985-08-21,1323.920044,1333.670044,1319.109985,1329.530029,7180000,1326.5575255
1985-08-22,1330.420044,1334.680054,1313.51001,1318.099976,8260000,1324.177521
1985-08-23,1316.420044,1322.920044,1310.47998,1318.319946,6090000,1317.0350035
1985-08-26,1316.640015,1324.26001,1309.810059,1317.650024,5160000,1317.090027
1985-08-27,1321.23999,1328.630005,1315.189941,1322.469971,6750000,1321.88247675
1985-08-28,1322.920044,1334.790039,1316.97998,1331.089966,12840000,1326.44500725
1985-08-29,1331.209961,1340.050049,1325.160034,1335.130005,10400000,1332.88751225
1985-08-30,1335.459961,1342.410034,1325.27002,1334.01001,9110000,1334.28750625
1985-09-03,1333.670044,1337.140015,1322.800049,1329.189941,8070000,1330.70001225
1985-09-04,1329.079956,1334.119995,1318.209961,1326.719971,8610000,1327.03247075
1985-09-05,1326.390015,1333.0,1318.660034,1325.829956,8250000,1325.97000125
1985-09-06,1327.170044,1341.400024,1323.920044,1335.689941,8900000,1332.04501325
1985-09-09,1335.130005,1348.22998,1326.609985,1339.27002,8680000,1337.3099975
1985-09-10,1337.930054,1346.550049,1324.819946,1333.449951,10140000,1335.6875
1985-09-11,1330.199951,1334.01001,1314.849976,1319.439941,8070000,1324.6249695
1985-09-12,1317.430054,1327.400024,1307.01001,1312.390015,9940000,1316.05752575
1985-09-13,1314.959961,1320.119995,1296.709961,1307.680054,10130000,1309.86749275
1985-09-16,1307.349976,1315.75,1301.079956,1309.140015,7020000,1308.32998675
1985-09-17,1308.579956,1314.52002,1291.219971,1298.160034,10270000,1303.11999525
1985-09-18,1295.25,1307.569946,1283.709961,1300.400024,11930000,1296.73248275
1985-09-19,1298.839966,1312.949951,1291.219971,1306.790039,10130000,1302.44998175
1985-09-20,1306.339966,1313.400024,1294.469971,1297.939941,11020000,1303.0374755
1985-09-23,1313.959961,1323.589966,1305.780029,1316.310059,17580000,1314.91000375
1985-09-24,1314.73999,1334.569946,1301.859985,1321.119995,11040000,1318.072479
1985-09-25,1323.47998,1330.199951,1306.0,1312.050049,12280000,1317.932495
1985-09-26,1310.599976,1325.27002,1301.969971,1320.790039,12880000,1314.6575015
1985-09-30,1330.089966,1336.810059,1318.550049,1328.630005,12020000,1328.5200197499996
1985-10-01,1329.640015,1343.969971,1323.47998,1340.949951,15600000,1334.50997925
1985-10-02,1343.410034,1351.589966,1327.959961,1333.670044,12580000,1339.15750125
1985-10-03,1332.209961,1345.430054,1323.810059,1333.109985,10700000,1333.64001475
1985-10-04,1330.089966,1335.01001,1321.119995,1328.73999,8830000,1328.73999025
1985-10-07,1326.050049,1335.910034,1315.189941,1324.369995,9300000,1325.38000475
1985-10-08,1325.040039,1333.890015,1316.199951,1325.48999,7620000,1325.15499875
1985-10-09,1324.47998,1336.810059,1320.22998,1326.719971,7500000,1327.0599975
1985-10-10,1325.599976,1333.329956,1318.439941,1328.069946,6010000,1326.35995475
1985-10-11,1328.290039,1343.410034,1323.699951,1339.939941,9210000,1333.83499125
1985-10-14,1340.390015,1356.180054,1336.579956,1354.72998,8640000,1346.97000125
1985-10-15,1356.73999,1364.140015,1343.530029,1350.810059,13530000,1353.80502325
1985-10-16,1351.930054,1371.300049,1346.209961,1368.5,13400000,1359.485016
1985-10-17,1366.939941,1378.359985,1356.849976,1369.290039,13980000,1367.85998525
1985-10-18,1368.839966,1383.400024,1358.869995,1368.839966,12670000,1369.98748775
1985-10-21,1367.050049,1375.670044,1357.75,1364.140015,7800000,1366.152527
1985-10-22,1364.25,1374.660034,1356.180054,1364.359985,9230000,1364.86251825
1985-10-23,1364.469971,1373.430054,1357.079956,1367.160034,10770000,1365.53500375
1985-10-24,1367.380005,1374.550049,1355.290039,1362.339966,12230000,1364.89001475
1985-10-25,1360.099976,1366.709961,1351.589966,1356.52002,11960000,1358.72998075
1985-10-28,1353.050049,1364.02002,1346.550049,1359.98999,10710000,1355.902527
1985-10-29,1361.780029,1377.689941,1356.180054,1368.72998,12310000,1366.095001
1985-10-30,1373.050049,1384.630005,1361.01001,1375.569946,15150000,1373.5650025
1985-10-31,1375.459961,1383.599976,1362.609985,1374.310059,13330000,1373.99499525
1985-11-01,1372.130005,1393.579956,1367.780029,1390.25,13930000,1380.9349975
1985-11-04,1388.069946,1398.51001,1377.060059,1389.680054,11580000,1388.33001725
1985-11-05,1386.810059,1402.52002,1380.280029,1396.670044,13870000,1391.5700379999996
1985-11-06,1398.390015,1411.01001,1386.469971,1403.439941,14980000,1399.82748425
1985-11-07,1400.109985,1410.109985,1389.910034,1399.540039,14160000,1399.91751075
1985-11-08,1397.939941,1410.439941,1391.060059,1404.359985,11500000,1400.9499815
1985-11-11,1405.72998,1432.569946,1402.410034,1431.880005,17030000,1418.14749125
1985-11-12,1431.079956,1446.099976,1421.099976,1433.599976,19860000,1432.969971
1985-11-13,1432.680054,1439.790039,1419.380005,1427.75,10740000,1429.9000245
1985-11-14,1425.689941,1443.810059,1420.640015,1439.219971,12710000,1432.3399965
1985-11-15,1435.780029,1450.569946,1425.689941,1435.089966,16310000,1436.7824704999996
1985-11-18,1433.26001,1447.25,1422.25,1440.02002,12790000,1435.6950075
1985-11-19,1444.719971,1452.180054,1430.050049,1438.98999,14000000,1441.485016
1985-11-20,1440.369995,1451.48999,1429.23999,1439.219971,17360000,1440.0799865000001
1985-11-21,1445.300049,1466.060059,1439.790039,1462.27002,20310000,1453.35504175
1985-11-22,1460.780029,1475.569946,1451.609985,1464.329956,15890000,1463.072479
1985-11-25,1462.839966,1467.089966,1449.430054,1456.650024,11070000,1459.0025025
1985-11-26,1456.540039,1470.069946,1447.25,1456.77002,20920000,1457.65750125
1985-11-27,1460.439941,1483.829956,1454.01001,1475.689941,23580000,1468.4924620000004
1985-11-29,1480.280029,1486.930054,1463.98999,1472.130005,10990000,1475.8325195
1985-12-02,1471.329956,1476.26001,1451.26001,1457.910034,10620000,1464.1900025
1985-12-03,1455.050049,1466.400024,1450.339966,1459.060059,9620000,1457.7125244999993
1985-12-04,1463.76001,1488.76001,1457.449951,1484.400024,17420000,1473.5924987500002
1985-12-05,1490.369995,1504.01001,1477.97998,1482.910034,19850000,1488.81750475
1985-12-06,1476.719971,1488.300049,1464.790039,1477.180054,15140000,1476.74752825
1985-12-09,1483.939941,1504.130005,1478.099976,1497.02002,21060000,1490.7974855
1985-12-10,1498.849976,1514.910034,1483.939941,1499.199951,25800000,1499.2249755000007
1985-12-11,1498.170044,1520.300049,1492.089966,1511.699951,25490000,1505.5650025
1985-12-12,1512.040039,1523.51001,1496.790039,1511.23999,23580000,1510.8950195
1985-12-13,1515.47998,1546.439941,1502.75,1535.209961,22730000,1524.9699705000005
1985-12-16,1538.300049,1570.869995,1528.900024,1553.099976,22700000,1547.7925109999999
1985-12-17,1556.880005,1568.810059,1536.349976,1544.5,20390000,1551.63501
1985-12-18,1543.119995,1560.439941,1528.439941,1542.430054,20280000,1543.60748275
1985-12-19,1540.369995,1552.97998,1532.0,1543.920044,16160000,1542.31750475
1985-12-20,1548.73999,1564.560059,1535.670044,1543.0,23510000,1547.99252325
1985-12-23,1539.219971,1547.819946,1516.630005,1528.780029,15970000,1533.11248775
1985-12-24,1526.380005,1532.449951,1508.829956,1519.150024,9740000,1521.702484
1985-12-26,1520.76001,1532.569946,1514.680054,1526.48999,6770000,1523.625
1985-12-27,1530.160034,1548.849976,1527.290039,1543.0,9910000,1537.32501225
1985-12-30,1546.099976,1557.339966,1534.97998,1550.459961,11450000,1547.21997075
1985-12-31,1552.290039,1562.839966,1537.5,1546.670044,13630000,1549.82501225
1986-01-02,1546.219971,1551.949951,1523.73999,1537.72998,10660000,1539.909973
1986-01-03,1540.02002,1557.109985,1534.97998,1549.199951,10460000,1545.327484
1986-01-06,1550.0,1557.0,1537.040039,1547.589966,11000000,1547.9075012499998
1986-01-07,1552.060059,1573.73999,1544.5,1565.709961,15170000,1559.0025025
1986-01-08,1570.98999,1578.099976,1516.630005,1526.609985,20630000,1548.082489
1986-01-09,1516.060059,1530.849976,1495.640015,1518.22998,21010000,1515.1950075
1986-01-10,1520.76001,1530.959961,1500.569946,1513.530029,12520000,1516.4549865000001
1986-01-13,1511.930054,1526.829956,1502.290039,1520.530029,13130000,1515.3950194999998
1986-01-14,1526.380005,1530.619995,1508.030029,1519.040039,11790000,1521.0175169999998
1986-01-15,1519.839966,1535.319946,1512.959961,1527.290039,11290000,1523.8524779999998
1986-01-16,1531.079956,1547.709961,1517.089966,1541.630005,16920000,1534.3774720000001
1986-01-17,1541.170044,1552.52002,1519.719971,1536.699951,17010000,1537.5274965
1986-01-20,1530.849976,1536.01001,1516.859985,1529.130005,8140000,1528.2124939999999
1986-01-21,1530.390015,1535.890015,1502.869995,1514.449951,13570000,1520.899994
1986-01-22,1513.420044,1525.569946,1494.839966,1502.290039,12970000,1509.0299987499998
1986-01-23,1500.339966,1519.390015,1491.73999,1511.23999,14150000,1505.67749025
1986-01-24,1517.430054,1537.390015,1507.680054,1529.930054,13790000,1523.10754425
1986-01-27,1536.579956,1548.170044,1524.430054,1537.609985,11430000,1536.69750975
1986-01-28,1540.369995,1561.349976,1530.5,1556.420044,16080000,1547.1600037500002
1986-01-29,1558.140015,1578.099976,1548.050049,1558.939941,18090000,1560.80749525
1986-01-30,1558.369995,1572.589966,1545.76001,1552.180054,13370000,1557.2250062500002
1986-01-31,1551.26001,1582.910034,1548.170044,1570.98999,17840000,1563.3325195
1986-02-03,1570.530029,1600.109985,1564.329956,1594.27002,16320000,1582.3099975
1986-02-04,1596.670044,1611.469971,1575.459961,1593.22998,21880000,1594.2074890000001
1986-02-05,1590.140015,1601.829956,1576.26001,1593.119995,16260000,1590.3374939999999
1986-02-06,1595.76001,1616.51001,1587.5,1600.689941,18580000,1600.11499025
1986-02-07,1590.140015,1622.819946,1576.829956,1613.420044,18470000,1600.80249025
1986-02-10,1614.449951,1633.140015,1605.160034,1626.380005,15150000,1619.78250125
1986-02-11,1624.890015,1637.5,1613.300049,1622.819946,15710000,1624.6275025
1986-02-12,1625.339966,1640.47998,1611.699951,1629.930054,18270000,1626.86248775
1986-02-13,1632.569946,1649.310059,1616.859985,1645.069946,16320000,1635.952484
1986-02-14,1645.410034,1668.689941,1636.119995,1664.449951,19100000,1653.6674802500004
1986-02-18,1661.579956,1685.550049,1649.430054,1678.780029,16930000,1668.8350219999998
1986-02-19,1673.050049,1689.219971,1651.030029,1658.26001,15180000,1667.89001475
1986-02-20,1652.75,1675.459961,1641.969971,1672.819946,13910000,1660.7499695
1986-02-21,1681.540039,1702.75,1668.689941,1697.709961,21280000,1687.67248525
1986-02-24,1689.790039,1709.75,1678.6700440000004,1698.280029,16080000,1694.122528
1986-02-25,1695.9899899999998,1709.52002,1674.079956,1692.660034,16000000,1693.0625
1986-02-26,1694.040039,1714.790039,1679.589966,1696.9000239999998,19340000,1696.3300170000002
1986-02-27,1701.8299559999996,1728.9000239999998,1683.369995,1713.9899899999998,21010000,1707.0224912499998
1986-02-28,1722.589966,1732.569946,1687.5,1709.060059,21070000,1712.92999275
1986-03-03,1706.189941,1714.3299559999996,1684.630005,1696.6700440000004,13800000,1700.4549865
1986-03-04,1699.109985,1718.630005,1679.719971,1686.4200440000004,17030000,1695.9700012500002
1986-03-05,1681.630005,1695.4000239999998,1663.069946,1686.660034,17360000,1681.69000225
1986-03-06,1698.640015,1711.209961,1681.75,1696.5999760000002,16420000,1697.049988
1986-03-07,1694.800049,1713.47998,1682.8299559999996,1699.8299559999996,15780000,1697.73498525
1986-03-10,1698.040039,1715.160034,1688.699951,1702.949951,11750000,1701.2124937500002
1986-03-11,1714.800049,1752.1700440000004,1704.2600100000002,1746.050049,20450000,1729.3200379999996
1986-03-12,1750.0,1773.3499760000002,1733.47998,1745.449951,22630000,1750.56997675
1986-03-13,1740.060059,1768.800049,1729.530029,1753.709961,17660000,1748.0250245000002
1986-03-14,1761.140015,1799.930054,1745.209961,1792.7399899999998,22780000,1774.755005
1986-03-17,1777.060059,1790.589966,1758.380005,1776.859985,15120000,1775.72250375
1986-03-18,1772.27002,1806.75,1763.6500239999998,1789.869995,16120000,1783.13500975
1986-03-19,1796.699951,1806.98999,1773.469971,1787.949951,13870000,1791.27746575
1986-03-20,1793.819946,1820.76001,1784.359985,1804.23999,14320000,1800.79498275
1986-03-21,1807.949951,1821.23999,1764.8499760000002,1768.560059,30170000,1790.649994
1986-03-24,1784.359985,1796.219971,1763.290039,1782.930054,19510000,1781.70001225
1986-03-25,1781.0100100000002,1794.300049,1762.089966,1778.5,14970000,1778.9750062500002
1986-03-26,1784.119995,1817.410034,1775.97998,1810.699951,19030000,1797.0524899999998
1986-03-27,1822.199951,1849.73999,1806.51001,1821.719971,22460000,1825.0424805
1986-03-31,1824.22998,1841.829956,1803.160034,1818.609985,14670000,1821.95748875
1986-04-01,1822.079956,1829.02002,1777.540039,1790.109985,19440000,1804.6875
1986-04-02,1786.280029,1803.640015,1769.7600100000002,1795.2600100000002,15750000,1788.735016
1986-04-03,1796.459961,1809.27002,1753.709961,1766.4000239999998,16890000,1781.4599915
1986-04-04,1762.930054,1772.869995,1728.449951,1739.219971,17090000,1750.86749275
1986-04-07,1734.550049,1749.040039,1712.52002,1735.5100100000002,14410000,1732.9050295000002
1986-04-08,1750.359985,1779.569946,1737.069946,1769.7600100000002,17210000,1759.18997175
1986-04-09,1784.359985,1807.709961,1754.189941,1778.619995,16930000,1781.2199704999998
1986-04-10,1791.069946,1807.829956,1768.199951,1794.300049,69590000,1790.3499754999998
1986-04-11,1800.719971,1812.5,1779.140015,1790.180054,20660000,1795.6350100000002
1986-04-14,1791.4200440000004,1811.380005,1781.0,1805.310059,11010000,1797.2775270000004
1986-04-15,1799.8499760000002,1822.050049,1789.680054,1809.650024,14870000,1805.30752575
1986-04-16,1823.410034,1859.619995,1814.72998,1847.969971,32130000,1836.432495
1986-04-17,1849.079956,1870.160034,1831.719971,1855.030029,22630000,1851.4974975000002
1986-04-18,1851.810059,1870.160034,1830.97998,1840.400024,21670000,1848.33752425
1986-04-21,1842.51001,1864.209961,1829.859985,1855.900024,15270000,1848.119995
1986-04-22,1858.26001,1866.439941,1815.969971,1830.97998,19290000,1842.9124755000007
1986-04-23,1823.410034,1841.27002,1803.939941,1829.609985,15840000,1824.557495
1986-04-24,1831.719971,1848.459961,1818.949951,1831.719971,17920000,1832.7124635000002
1986-04-25,1836.430054,1848.459961,1813.73999,1835.569946,15330000,1833.54998775
1986-04-28,1834.199951,1852.660034,1817.709961,1843.75,13680000,1837.0799865
1986-04-29,1848.829956,1856.150024,1813.119995,1825.890015,16400000,1835.9974975
1986-04-30,1825.400024,1831.22998,1777.9000239999998,1783.97998,17270000,1804.627502
1986-05-01,1777.9000239999998,1796.880005,1761.040039,1777.780029,18550000,1778.4000242499994
1986-05-02,1782.2399899999998,1795.880005,1763.140015,1774.680054,14840000,1778.985016
1986-05-05,1777.530029,1800.3499760000002,1770.959961,1793.77002,11680000,1785.6524965
1986-05-06,1799.359985,1803.319946,1775.9200440000004,1787.949951,14540000,1791.6374815000001
1986-05-07,1782.369995,1790.050049,1755.209961,1775.300049,16960000,1775.7325135
1986-05-08,1780.75,1797.869995,1768.47998,1786.209961,16110000,1783.327484
1986-05-09,1779.640015,1797.119995,1767.72998,1789.430054,13850000,1783.4800109999999
1986-05-12,1786.459961,1804.319946,1774.800049,1787.3299559999996,12030000,1788.2274779999998
1986-05-13,1790.550049,1804.069946,1772.319946,1785.339966,14660000,1788.06997675
1986-05-14,1790.430054,1815.22998,1775.550049,1808.280029,15790000,1797.372528
1986-05-15,1803.939941,1808.780029,1766.9899899999998,1774.680054,14560000,1788.5975035
1986-05-16,1770.959961,1775.6700440000004,1749.880005,1759.800049,13480000,1764.07751475
1986-05-19,1763.140015,1769.839966,1746.530029,1758.180054,8460000,1759.422516
